Platform,Nama Toko,Rating Produk,Produk Terjual,Kategori Seri,Kategori Varian,penyimpanan,Battery Health,Harga,Wilayah Toko,Link Pembelian
Tokopedia,axcelstore.id,5.0,23,iPhone 13 Series,iPhone 13 Mini,256GB,99,Rp5.460.000,Kab. Sukoharjo,https://www.tokopedia.com/axcelstoreid/iphone-13-mini-256gb-fullset-promo-bergaransi-1731639243155473750?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,iColor_NEW,0.0,5,iPhone 13 Series,iPhone 13 Mini,128GB,N/A,Rp5.960.000,Tangerang Selatan,https://www.tokopedia.com/icolor-238/iphone-13-mini-128gb-256gb-512gb-second-bekas-original-100-mulus-normal-fullset-kondisi-perfect-1733138494707172958?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,dovicooy strore,0.0,1,iPhone 13 Series,iPhone 13 Mini,128GB,N/A,Rp4.960.000,Palembang,https://www.tokopedia.com/dovicooy-strore/iphone-13-mini-128-blue-ex-internasional-1732989921931789778?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,KAKACELL.ID,0.0,1,iPhone 13 Series,iPhone 13 Mini,128GB,84,Rp5.460.000,Bandung,https://www.tokopedia.com/kakacellid-672/iphone-13-mini-128gb-256gb-second-like-new-1733288971022796452?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,Jet Store ,0.0,3,iPhone 13 Series,iPhone 13 Mini,128GB,N/A,Rp5.059.000,Jakarta,https://www.tokopedia.com/jet-store-/apple-iphone-13-mini-5g-128-gb-256-gb-512-gb-original-second-seken-bekas-ibox-inter-bc-1729827659399726488?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,Kfistore Surakarta,0.0,1,iPhone 13 Series,iPhone 13 Mini,128GB,N/A,Rp5.460.000,Jakarta,https://www.tokopedia.com/kfistore-surakarta/iphone-13-mini-128-second-internasional-all-sim-1732446337482983225?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,Diga gadget,5.0,23,iPhone 13 Series,iPhone 13 Mini,64GB,N/A,Rp5.285.508,Jakarta Timur,https://www.tokopedia.com/digacorp508/resmi-iphone-13-mini-12-mini-512gb-256gb-128gb-64gb-fullset-resmi-original-likenew-1732963490196391157?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,Toko Tyara Tsabita,5.0,1,iPhone 13 Series,iPhone 13 Mini,128GB,72,Rp4.960.000,Kab. Rembang,https://www.tokopedia.com/toko-tyara-tsabita/apple-iphone-13-mini-red-wifi-1731802035761743847?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,Widjayagadget,5.0,1,iPhone 13 Series,iPhone 13 Mini,512GB,N/A,Rp12.760.000,Jakarta,https://www.tokopedia.com/widjayagadget/iphone-13-mini-512gb-ibox?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,Risan Celluler,0.0,1,iPhone 13 Series,iPhone 13 Mini,128GB,N/A,Rp5.260.000,Jakarta Utara,https://www.tokopedia.com/risan-celluler/apple-iphone-13-mini-128-gb-ponsel-canggih-dengan-kapasitas-besar-untuk-pengguna-modern-1735601752588715778?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,efekkimia,0.0,1,iPhone 13 Series,iPhone 13 Mini,128GB,N/A,Rp1.760.000,Kab. Gunungkidul,https://www.tokopedia.com/efekkimia/iphone-13-mini-ponsel-kecil-dan-desain-moderen-1735923958683436034?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,Handak Khah Phone,0.0,1,iPhone 13 Series,iPhone 13 Mini,256GB,96,Rp5.435.724,Jakarta,https://www.tokopedia.com/handak-khah-phone/iphone-13-mini-256-gb-midnight-1736309733444453552?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+second%26search_id%3D202607221601206FAA8040DA20EF2054SJ%26src%3Dsearch
Tokopedia,Rdsphone Solo,5.0,1,iPhone 13 Series,iPhone 13 Mini,128GB,90,Rp4.860.000,Jakarta,https://www.tokopedia.com/rdsphone-solo/apple-iphone-13-mini-128gb-fisik-99-mulus-fulsed-bh-90-face-id-truetone-on-garansi-lengkap-icloud-bebas-rest-lokasi-surakarta-1732687351066036131?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+bekas%26search_id%3D20260722160858FE73F687E5BC520340IO%26src%3Dsearch
Tokopedia,KohaiyID,0.0,7,iPhone 13 Series,iPhone 13 Mini,128GB,85,Rp5.959.000,Kab. Semarang,https://www.tokopedia.com/kohaiyid/iphone-13-mini-128gb-beacukai-1731994791530366576?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+bekas%26search_id%3D20260722160858FE73F687E5BC520340IO%26src%3Dsearch
Tokopedia,Wostoreofficiall,5.0,3,iPhone 13 Series,iPhone 13 Mini,128GB,80,Rp4.538.000,Jakarta,https://www.tokopedia.com/wostoreofficiall/iphone-13-mini-second-internasional-1733340680219165890?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+bekas%26search_id%3D20260722160858FE73F687E5BC520340IO%26src%3Dsearch
Tokopedia,Wonderland Store,5.0,100,iPhone 13 Series,iPhone 13 Mini,128GB,N/A,Rp11.960.000,Surabaya,https://www.tokopedia.com/wonderlandvalen/second-like-new-iphone-13-mini-ori-128gb-256gb-512gb-imei-terdaftar-128gb-midnight?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+bekas%26search_id%3D20260722160858FE73F687E5BC520340IO%26src%3Dsearch%26whid%3D374709
Tokopedia,Wahyustoree11,0.0,30,iPhone 13 Series,iPhone 13 Mini,256GB,N/A,Rp7.250.500,Jakarta,https://www.tokopedia.com/wahyustoree11/iphone-13-mini-256-gb-garansi-resmi-ibox-1732015798036694174?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+bekas%26search_id%3D20260722160858FE73F687E5BC520340IO%26src%3Dsearch
Tokopedia,ASBUDD STORE,4.8,8,iPhone 13 Series,iPhone 13 Mini,128GB,85,Rp6.760.000,Jakarta Selatan,https://www.tokopedia.com/asbuddstore/iphone-13-mini-128gb-second-resmi-1731156421158143210?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+bekas%26search_id%3D20260722160858FE73F687E5BC520340IO%26src%3Dsearch
Tokopedia,ASBUDD STORE,0.0,5,iPhone 13 Series,iPhone 13 Mini,256GB,N/A,Rp7.660.000,Jakarta Selatan,https://www.tokopedia.com/asbuddstore/iphone-13-mini-256gb-ibox-second-mulus-1732390712468145943?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+bekas%26search_id%3D20260722160858FE73F687E5BC520340IO%26src%3Dsearch
Tokopedia,Ip88,0.0,2,iPhone 13 Series,iPhone 13 Mini,128GB,N/A,Rp4.610.000,Jakarta,https://www.tokopedia.com/ip88/iphone-13-mini-128-gb-normal-1732065336828134791?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+bekas%26search_id%3D20260722160858FE73F687E5BC520340IO%26src%3Dsearch
Tokopedia,Garasi Henpon,5.0,1,iPhone 13 Series,iPhone 13 Mini,128GB,N/A,Rp7.310.000,Jakarta Selatan,https://www.tokopedia.com/garasi-henpon/iphone-13-mini-128gb-256gb-garansi-resmi-ibox-mulus-unit-only-1731039039833671673?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+bekas%26search_id%3D20260722160858FE73F687E5BC520340IO%26src%3Dsearch
Tokopedia,Tokoacoy Official,5.0,3,iPhone 13 Series,iPhone 13 Mini,128GB,N/A,Rp6.360.000,Jakarta Barat,https://www.tokopedia.com/tokoacoy/apple-iphone-13-mini-128gb-garansi-resmi-1734143235488187663?extParam=ivf%3Dfalse%26keyword%3Diphone+13+mini+bekas%26search_id%3D20260722160858FE73F687E5BC520340IO%26src%3Dsearch
Tokopedia,Boboystore889 Shop,4.9,500,iPhone 13 Series,iPhone 13 Pro,128GB,90,Rp7.260.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-13-pro-128gb-256gb-512gb-1tb-second-fullset-1731314728017299275?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Panda Jaya Gadget,4.9,100,iPhone 13 Series,iPhone 13 Pro,128GB,85,Rp5.709.000,Tangerang Selatan,https://www.tokopedia.com/panda-jaya-gadget/ibox-iphone-13-pro-pro-max-128gb-256gb-512gb-second-garansi-ibox-1733330563836315045?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Mobile Phone Shop BEC,5.0,90,iPhone 13 Series,iPhone 13 Pro,256GB,N/A,Rp10.354.000,Bandung,https://www.tokopedia.com/mobilephonebec/iphone-13-pro-128-256-gb-second-99-like-new-ibox-inter-graphite-256-gb-ibox-1dadb?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,iZona ID,5.0,4,iPhone 13 Series,iPhone 13 Pro,128GB,85,Rp7.905.000,Bandung,https://www.tokopedia.com/izona-id/iphone-13-pro-second-garansi-inter-beacukai-ibox-128gb-256gb-512gb-izona-1732189452164040228?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,AA Store168,5.0,70,iPhone 13 Series,iPhone 13 Pro,256GB,95,Rp6.810.000,Kab. Tangerang,https://www.tokopedia.com/astore168/apple-iphone-13-pro-pro-max-128-256gb-fullset-original-bergaransi-1729839683128821644?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Ars Studio Solutions,0.0,1,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp3.760.000,Jakarta,https://www.tokopedia.com/ars-studio-solutions/iphone-13-pro-128gb-fullset-ex-inter-sinyal-aman-1732644293051843979?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Gungadget Store,5.0,1,iPhone 13 Series,iPhone 13 Pro,512GB,N/A,Rp3.960.000,Kab. Malang,https://www.tokopedia.com/gungadget-1/iphone-13-pro-512gb-inter-1731651767987177367?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Azizstore818,5.0,26,iPhone 13 Series,iPhone 13 Pro,128GB,100,Rp7.510.000,Jakarta Utara,https://www.tokopedia.com/azizstore818/iphone-13-pro-second-original-128gb-256gb-512gb-1tb-bekas-mulus-100-fullset-silver-128gb-ddccf?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,R.A GUIDE,5.0,5,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp5.118.000,Jakarta Pusat,https://www.tokopedia.com/rokuza/iphone-13-pro-128gb-ex-ibox-original-garansi-aktif-1729831086932592478?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,ShenaLED,5.0,1,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp3.760.000,Jakarta Barat,https://www.tokopedia.com/shenaled/iphone-13-pro-second-like-new-1733888727014934337?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,DIGICELL,5.0,18,iPhone 13 Series,iPhone 13 Pro,512GB,N/A,Rp7.782.000,Bandung,https://www.tokopedia.com/digicell/iphone-13-pro-128-256-512-gb-1-tb-second-like-new-inter-ibox-1731680377561974262?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,PACIFIC GADGET MAKASSAR_NEW,5.0,1,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp7.605.000,Makassar,https://www.tokopedia.com/pacific-gadget-makassar/iphone-13-pro-128gb-256gb-grey-fullset-1731037024501728296?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Kitar ID,4.8,18,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp11.150.000,Jakarta Selatan,https://www.tokopedia.com/kitar-id/secondhand-iphone-13-pro-ex-ibox-beacukai-imei-permanen-garansi-12-bln-kualitas-teruji-resmi-fullset-128gb-256gb-512gb-1tb-1733279083774903519?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Bandariphonesby,0.0,1,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp7.880.000,Surabaya,https://www.tokopedia.com/bandariphones/iphone-13-pro-128gb-256gb-512gb-fullset-all-operator-bergaransi-1731202584980915702?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Karnesha Store,0.0,17,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp6.680.000,Jakarta Barat,https://www.tokopedia.com/karneshastore/apple-iphone-13-pro-128gb-256gb-sinyal-all-operator-original-mulus-fullset-1731805899283400354?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Exvone,0.0,2,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp8.760.000,Malang,https://www.tokopedia.com/exvone/second-iphone-13-pro-128gb-imei-inter-terdaftar-sinyal-aktif-all-op-garansi-7-hari-1732189685110179738?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,WINST STORE,0.0,1,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp5.910.000,Kab. Sukoharjo,https://www.tokopedia.com/winststoresoc/iphone-13-pro-128gb-green-all-operator-1731358898968757581?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,NERDBOSS GADGET,5.0,12,iPhone 13 Series,iPhone 13 Pro,256GB,90,Rp7.510.000,Jakarta Utara,https://www.tokopedia.com/nerdbossgadget/iphone-13-pro-silver-256gb-100-original-apple-second-used-mulus-silver-256gb-30hri-6d502?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,USA PHONE SHOP,5.0,4,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp7.772.000,Bandung,https://www.tokopedia.com/usa-phone-shop/iphone-13-pro-ex-ibox-garansi-100-original-iphone-fullset-all-operator-128gb-256gb-512gb-1732842440028489573?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,NetStore168,5.0,4,iPhone 13 Series,iPhone 13 Pro,128GB,95,Rp6.810.000,Kab. Tangerang,https://www.tokopedia.com/net-store168/iphone-13-pro-promax-128gb-256gb-second-murah-bergaransi-like-new-1732338592303515235?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Jet Store ,4.6,26,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp7.559.000,Jakarta,https://www.tokopedia.com/jet-store-/apple-iphone-13-pro-5g-128-gb-256-gb-512-gb-1-tb-original-second-seken-bekas-ibox-inter-bc-1729827657519236504?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Glorystore.bec,0.0,3,iPhone 13 Series,iPhone 13 Pro,512GB,N/A,Rp7.704.000,Bandung,https://www.tokopedia.com/gloryshop13/iphone-13-pro-256-512-gb-resmi-inter-bergaransi-barang-original-1734431830098740434?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,GSMindonesia,0.0,1,iPhone 13 Series,iPhone 13 Pro,128GB,90,Rp6.660.000,Kab. Sleman,https://www.tokopedia.com/gsmindonesia/iphone-13-pro-128gb-256gb-sierra-blue-gold-graphite-silver-ip-13-pro-inter-fullset-mulus-like-new-1731799944752170270?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Ibgadgetstore,5.0,10,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp6.955.000,Semarang,https://www.tokopedia.com/ibgadgetstoresemarang/iphone-13-pro-128-gb-256-gb-512-gb-like-new-garansi-1-tahun-split-12fd0?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,KAKACELL.ID,5.0,1,iPhone 13 Series,iPhone 13 Pro,128GB,84,Rp7.710.000,Bandung,https://www.tokopedia.com/kakacellid-672/iphone-13-pro-128gb-256gb-second-like-new-1733288979959154340?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,iColor_NEW,0.0,3,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp7.810.000,Tangerang Selatan,https://www.tokopedia.com/icolor-238/iphone-13-pro-128gb-256gb-512gb-second-bekas-original-100-mulus-normal-fullset-kondisi-perfect-1733118140448015966?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,superfix168,5.0,4,iPhone 13 Series,iPhone 13 Pro,64GB,95,Rp2.800.000,Jakarta Barat,https://www.tokopedia.com/superfix168/apple-iphone-13-pro-pro-max-64gb-128gb-256gb-fullset-second-original-13pro-hitm-sim-64gb-c6aff?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Betawi Punya Hape_NEW,5.0,8,iPhone 13 Series,iPhone 13 Pro,256GB,N/A,Rp9.480.000,Depok,https://www.tokopedia.com/kebagusanps/iphone-13-pro-256-gb-resmi-indonesia-id-a-mulus-normal-fullset-1731749306325369924?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Bigberry Store,5.0,250,iPhone 13 Series,iPhone 13 Pro,128GB,90,Rp9.550.000,Jakarta Utara,https://www.tokopedia.com/bigberry-store/iphone-13-pro-13-pro-max-128gb-256gb-512gb-1tb-bekas-fullset-second-13-pro-bc-256gb-bacb7?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,CTM Cell,4.8,30,iPhone 13 Series,iPhone 13 Pro,128GB,90,Rp6.960.000,Jakarta Pusat,https://www.tokopedia.com/yonasbyctm/100-ori-iphone-13-pro-128gb-256gb-512gb-second-fullset-garansi-blue-128gb-2cdeb?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+second%26search_id%3D20260722161528B83AAC23B952870F95S7%26src%3Dsearch
Tokopedia,Cyrus Cell BEC,5.0,30,iPhone 13 Series,iPhone 13 Pro,128GB,85,Rp8.285.000,Bandung,https://www.tokopedia.com/cyruscelluler/iphone-13-pro-128gb-256gb-second-like-new-100-original-bergaransi-1731005974751774239?extParam=ivf%3Dtrue%26keyword%3Diphone+13+pro+bekas%26search_id%3D20260722162311FE73F687E5BC521D4GME%26src%3Dsearch
Tokopedia,QQ store168,4.9,100,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp7.560.000,Jakarta Barat,https://www.tokopedia.com/cris0880/iphone-13-pro-128gb-256gb-512gb-1tb-second-mulus-100-original-fullset-128gb-graphite?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+bekas%26search_id%3D20260722162311FE73F687E5BC521D4GME%26src%3Dsearch
Tokopedia,AFAGADGET,5.0,11,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp6.840.000,Depok,https://www.tokopedia.com/afagadgetstore/apple-iphone-13-pro-512gb-256gb-128gb-original-garansi-resmi-ibox-indonesia-1732032315502462064?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+bekas%26search_id%3D20260722162311FE73F687E5BC521D4GME%26src%3Dsearch
Tokopedia,arfan flaghsip,4.9,30,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp9.810.000,Jakarta Pusat,https://www.tokopedia.com/arfanflagship/iphone-13-pro-128gb-ibox-128-gb-26971?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+bekas%26search_id%3D20260722162311FE73F687E5BC521D4GME%26src%3Dsearch
Tokopedia,Surabaya Lagi,0.0,1,iPhone 13 Series,iPhone 13 Pro,256GB,N/A,Rp7.760.000,Bogor,https://www.tokopedia.com/surabaya-lagi/iphone-13-pro-256gb-iboxx-1736042857339520035?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+bekas%26search_id%3D20260722162311FE73F687E5BC521D4GME%26src%3Dsearch
Tokopedia,axcelstore.id,5.0,70,iPhone 13 Series,iPhone 13 Pro,128GB,N/A,Rp7.310.000,Kab. Sukoharjo,https://www.tokopedia.com/axcelstoreid/iphone-13-pro-128gb-fullset-promo-bergaransi-1731305536685835606?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+bekas%26search_id%3D20260722162311FE73F687E5BC521D4GME%26src%3Dsearch
Tokopedia,Tokohapedia IDN,4.9,750,iPhone 13 Series,iPhone 13 Pro,1TB,N/A,Rp14.959.000,Jakarta Barat,https://www.tokopedia.com/tokohapedia-idn/new-iphone-13-pro-256-512-1tb-graphite-gold-silver-sierra-blue-graphite-128gb?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+bekas%26search_id%3D20260722162311FE73F687E5BC521D4GME%26src%3Dsearch
Tokopedia,Alghifarii.,0.0,1,iPhone 13 Series,iPhone 13 Pro,256GB,N/A,Rp6.760.000,Kab. Sumedang,https://www.tokopedia.com/alghifarii-227/iphone-13-pro-pro-max-256gb-1734568018753455703?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+bekas%26search_id%3D20260722162311FE73F687E5BC521D4GME%26src%3Dsearch
Tokopedia,DouDou Digital Mall,0.0,1,iPhone 13 Series,iPhone 13,128GB,100,Rp7.240.000,Jakarta Barat,https://www.tokopedia.com/doudou-digital-mall/secondhand-iphone-13pro-max-iphone-13pro-ram-128gb-256gb-second-bekas-original-100-mulus-normal-fullset-kondisi-perfect-apple-iphone-13pro-max-iphone-13pro-1734133018646906051?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+bekas%26search_id%3D20260722162311FE73F687E5BC521D4GME%26src%3Dsearch
Tokopedia,Boboystore889 Shop,4.9,250,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp8.260.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-13-pro-max-128gb-256gb-512gb-1tb-second-fullset-1733883413216659178?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Cyrus Cell BEC,5.0,18,iPhone 13 Series,iPhone 13 Pro Max,128GB,85,Rp9.745.000,Bandung,https://www.tokopedia.com/cyruscelluler/iphone-13-pro-max-128gb-256gb-512gb-1tb-second-like-new-original-bergaransi-1731005976025138719?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Pandawa phone,0.0,8,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp1.060.000,Semarang,https://www.tokopedia.com/pandawa-phone-442/iphone-13-pro-max-second-orisinil-lla-mulus-1731771868852356423?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Rayyanolshope,5.0,11,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp5.460.000,Bogor,https://www.tokopedia.com/fitriolshop872/iphone-13-pro-max-biru-muda-128-gb?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,iP imam PhonE,0.0,1,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp6.330.000,Surabaya,https://www.tokopedia.com/jual-beli-h-3/iphone-13-promax-128-second-resmi-1733861882883769698?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Arwana cell_NEW,0.0,1,iPhone 13 Series,iPhone 13 Pro Max,256GB,N/A,Rp5.160.000,Tangerang,https://www.tokopedia.com/arwanacell18/n7yy-50-iphone-13-promax-ram-256gb-ibox-pa-a-1733459246219102052?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Triess Shop,0.0,1,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp7.960.000,Kab. Bekasi,https://www.tokopedia.com/triess-shop/iphone-13-pro-max-mulus-original-siap-pakai-1736471843553445609?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,BERKAH CELLULERRR,0.0,2,iPhone 13 Series,iPhone 13 Pro Max,128GB,77,Rp7.460.000,Kab. Bogor,https://www.tokopedia.com/berkahcellulerrr/iphone-13-pro-128gb-ibox-garansi-resmi-indonesia-1736228624398320716?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
