Platform,Nama Toko,Rating Produk,Produk Terjual,Kategori Seri,Kategori Varian,penyimpanan,Battery Health,Harga,Wilayah Toko,Link Pembelian
Tokopedia,Maxsense Store,5.0,14,iPhone 13 Series,iPhone 13 Pro Max,128GB,86,Rp4.879.000,Tangerang Selatan,https://www.tokopedia.com/maxsense/apple-iphone-13-pro-max-512gb-256gb-128gb-second-original-ibox-iphone-11-64gb-d5d3a?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,rjstore7_NEW,5.0,1,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp5.260.000,Bekasi,https://www.tokopedia.com/rjcell7/iphone-13-pro-max-ibox?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Jet Store ,4.9,30,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp8.459.000,Jakarta,https://www.tokopedia.com/jet-store-/apple-iphone-13-pro-max-5g-128-gb-256-gb-512-gb-1-tb-promax-second-seken-bekas-ibox-inter-bc-1729827655528449432?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,CTM Cell,5.0,15,iPhone 13 Series,iPhone 13 Pro Max,128GB,90,Rp8.060.000,Jakarta Pusat,https://www.tokopedia.com/yonasbyctm/100-ori-iphone-13-pro-max-128gb-256gb-second-fullset-garansi-gold-256gb-fbc7a?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Toko Mami Irma,5.0,2,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp7.960.000,Malang,https://www.tokopedia.com/tokomamiirma/iphone-13-pro-max-barang-masih-mulus-pemakaian-pribadi?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Bandariphonesby,5.0,3,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp8.705.000,Surabaya,https://www.tokopedia.com/bandariphones/iphone-13-pro-max-128gb-256gb-512gb-fullset-all-operator-bergaransi-1731202393258427894?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Ars Studio Solutions,0.0,1,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp4.300.000,Jakarta,https://www.tokopedia.com/ars-studio-solutions/iphone-13-pro-max-128gb-ex-inter-1732643768283465099?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Aulia Phone,0.0,1,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp5.460.000,Kab. Sukoharjo,https://www.tokopedia.com/aulia-phone/iphone-13-promax-128gb-no-minus-masih-bergaransi-resmi-ibox-1732532754685265651?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,LeaStore28,5.0,1,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp4.160.000,Kab. Bekasi,https://www.tokopedia.com/nurara07/iphone-13-pro-max-inter-128gb-1731979232164152547?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,super exe,0.0,1,iPhone 13 Series,iPhone 13 Pro Max,1000GB,N/A,Rp8.460.000,Malang,https://www.tokopedia.com/super-exe/iphone-13-promax-1-terabyte-1000gb-garansi-ex-inter-1731804380682749001?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Maxsense Store,4.7,30,iPhone 13 Series,iPhone 13,128GB,90,Rp7.859.000,Tangerang Selatan,https://www.tokopedia.com/maxsense/apple-iphone-13-13-pro-13-pro-max-512gb-256gb-128gb-second-ibox-second-13-128gb-86ac7?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,MACBIN,5.0,7,iPhone 13 Series,iPhone 13 Pro Max,128GB,86,Rp6.615.000,Tangerang Selatan,https://www.tokopedia.com/macbin/apple-iphone-13-pro-max-128gb-256gb-512gb-second-original-resmi-ibox-1729844658808980740?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Gudanggadget.,5.0,8,iPhone 13 Series,iPhone 13 Pro Max,128GB,90,Rp10.009.000,Tangerang Selatan,https://www.tokopedia.com/gudanggadget-1/apple-iphone-13-pro-max-512gb-256gb-128gb-second-resmi-ibox-second-128gb-bad77?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,AUTHLUX_NEW,0.0,1,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp8.060.000,Depok,https://www.tokopedia.com/jeapparel/iphone-13-promax-128-gb-fullset-no-minus-1732836670088644342?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+second%26search_id%3D20260722163522A96B65A721E5612EF7AN%26src%3Dsearch
Tokopedia,Ars Studio Solutions,0.0,2,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp3.500.000,Jakarta,https://www.tokopedia.com/ars-studio-solutions/iphone-13-pro-max-128gb-ex-inter-1732748575964693899?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+bekas%26search_id%3D20260722164926B83AAC23B9528730BCQH%26src%3Dsearch
Tokopedia,Kitar ID,4.7,40,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp11.300.000,Jakarta Selatan,https://www.tokopedia.com/kitar-id/secondhand-iphone-13-pro-max-ex-ibox-beacukai-imei-permanen-garansi-12-bln-kualitas-teruji-resmi-fullset-128gb-256gb-512gb-1tb-1733279063871030495?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+bekas%26search_id%3D20260722164926B83AAC23B9528730BCQH%26src%3Dsearch
Tokopedia,GFST Phoneshop,5.0,3,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp5.608.000,Kab. Bandung,https://www.tokopedia.com/gfstorephoneshop/apple-iphone-13-pro-max-pilihan-warna-menarik-putih-ungu-pink-dan-biru-kualitas-terbaik-cocok-untuk-pengguna-yang-menyukai-gaya-1735918815170889187-1735918879434573283?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+bekas%26search_id%3D20260722164926B83AAC23B9528730BCQH%26src%3Dsearch
Tokopedia,Jaya Mulia Cell,0.0,1,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp5.260.000,Bekasi,https://www.tokopedia.com/jaya-mulia-cell/iphone-13-promax-128gb-512-gb-1731776043558143138?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+bekas%26search_id%3D20260722164926B83AAC23B9528730BCQH%26src%3Dsearch
Tokopedia,Gadget68,5.0,3,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp7.760.000,Bekasi,https://www.tokopedia.com/gadget68/iphone-13-pro-max-128gb-fullset?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+bekas%26search_id%3D20260722164926B83AAC23B9528730BCQH%26src%3Dsearch
Tokopedia,arfan flaghsip,5.0,50,iPhone 13 Series,iPhone 13 Pro Max,256GB,N/A,Rp10.460.000,Jakarta Pusat,https://www.tokopedia.com/arfanflagship/iphone-13-pro-max-256gb-ibox-128-gb-a9c54?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+bekas%26search_id%3D20260722164926B83AAC23B9528730BCQH%26src%3Dsearch
Tokopedia,AFAGADGET,5.0,18,iPhone 13 Series,iPhone 13 Pro Max,128GB,N/A,Rp7.075.000,Depok,https://www.tokopedia.com/afagadgetstore/apple-iphone-13-pro-max-512gb-256gb-128gb-original-garansi-resmi-ibox-indonesia-1732032689380623472?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+bekas%26search_id%3D20260722164926B83AAC23B9528730BCQH%26src%3Dsearch
Tokopedia,Cvaikey,5.0,1,iPhone 13 Series,iPhone 13 Pro Max,256GB,N/A,Rp7.960.000,Jakarta,https://www.tokopedia.com/cvaikey/iphone-13-pro-max-128-256gb-1733646431161058433?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+bekas%26search_id%3D20260722164926B83AAC23B9528730BCQH%26src%3Dsearch
Tokopedia,DOPPHON,5.0,1,iPhone 13 Series,iPhone 13 Pro Max,256GB,N/A,Rp9.959.000,Surabaya,https://www.tokopedia.com/dopphone/handphone-iphone-13-promax-256-1734389235198952777?extParam=ivf%3Dfalse%26keyword%3Diphone+13+pro+max+bekas%26search_id%3D20260722164926B83AAC23B9528730BCQH%26src%3Dsearch
Tokopedia,Mobile Phone Shop BEC,5.0,80,iPhone 14 Series,iPhone 14,512GB,85,Rp6.960.000,Bandung,https://www.tokopedia.com/mobilephonebec/iphone-14-128-256-512-gb-1-tb-ibox-resmi-1731082710041724318-1736329925263656350?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Faz Gadget Store,5.0,13,iPhone 14 Series,iPhone 14,128GB,N/A,Rp8.959.000,Tangerang Selatan,https://www.tokopedia.com/faz-gadget/iphone-14-garansi-resmi-ibox-128-gb-53019?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,PMlight,5.0,4,iPhone 14 Series,iPhone 14,128GB,N/A,Rp5.899.999,Depok,https://www.tokopedia.com/pmlight/iphone-14-218gb-second-bu-1736447043306620898?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Crocodilesoft69,0.0,1,iPhone 14 Series,iPhone 14,128GB,N/A,Rp2.660.000,Tangerang Selatan,https://www.tokopedia.com/crocodilesoft69/iphone-14-128-original-ibox-bintaro-tangerang-selatan-1735316574418404781?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Bandariphonesby,0.0,2,iPhone 14 Series,iPhone 14,128GB,N/A,Rp6.340.000,Surabaya,https://www.tokopedia.com/bandariphones/iphone-14-128gb-256gb-512gb-fullset-all-operator-bergaransi-1731213259158357494?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,QQ store168,4.7,29,iPhone 14 Series,iPhone 14,128GB,N/A,Rp6.350.000,Jakarta Barat,https://www.tokopedia.com/cris0880/iphone-14-128gb-256gb-512gb-second-original-mulus-normal-fullset-128gb-midnight-df60f?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,diovan,5.0,10,iPhone 14 Series,iPhone 14,128GB,N/A,Rp6.719.000,Jakarta Selatan,https://www.tokopedia.com/diovan/iphone-14-128gb-like-new-1730836752976282770?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,AfizahQaila,0.0,2,iPhone 14 Series,iPhone 14,128GB,N/A,Rp4.460.000,Depok,https://www.tokopedia.com/afizahqaila/iphone-14-ram-128-ibox-masih-garansi?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,diovan,5.0,9,iPhone 14 Series,iPhone 14,128GB,N/A,Rp6.509.000,Jakarta Selatan,https://www.tokopedia.com/diovan/iphone-14-128gb-like-new-1730709989660460178?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Ontran store,5.0,6,iPhone 14 Series,iPhone 14,128GB,N/A,Rp9.960.000,Kab. Gresik,https://www.tokopedia.com/ontran-store/iphone-14-128-bnib-garansi-resmi-indonesia-1734478892627428585?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,AF STORE PROBOLINGGO,0.0,11,iPhone 13 Series,iPhone 13,128GB,N/A,Rp8.190.000,Kab. Probolinggo,https://www.tokopedia.com/dianaberkahshop/iphone-13-14-128gb-garansi-resmi-ibox-digi-gdn-1734273899353900917?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Boboystore889 Shop,5.0,16,iPhone 14 Series,iPhone 14,128GB,90,Rp7.960.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-14-128gb-256gb-512gb-second-fullset-imei-terdaftar-sinyal-permanen-1733476768215434986-1735604521984165610?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Dayyshop17,5.0,1,iPhone 14 Series,iPhone 14,128GB,N/A,Rp5.960.000,Jakarta Barat,https://www.tokopedia.com/dayyshop17/iphone-14-128gb-inter-fullset-second-1732451136695338835?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Jordan Corner Store,5.0,6,iPhone 14 Series,iPhone 14,128GB,N/A,Rp6.913.000,Yogyakarta,https://www.tokopedia.com/jbgadgetstore/iphone-14-128gb-256gb-512gb-second-all-provider-bea-cukai-original-like-new-fullset-bergaransi-1730820976047654441?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Abah Apple Official,0.0,2,iPhone 14 Series,iPhone 14,128GB,N/A,Rp6.110.000,Jakarta,https://www.tokopedia.com/abah-apple-official/iphone-14-128gb-256gb-second-iphone-pontianak-1733499800715036483?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,VirditsAcc,5.0,3,iPhone 14 Series,iPhone 14,128GB,90,Rp5.960.000,Bekasi,https://www.tokopedia.com/alvinadit/iphone-14-128gb-ex-inter-fulset-1730554361571411328?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,El Divo Shop,0.0,1,iPhone 14 Series,iPhone 14,128GB,N/A,Rp10.459.000,Jakarta,https://www.tokopedia.com/el-divo-shop/iphone-14-128-gb-dan-256-gb-tersedia-3-warna-menarik-garansi-resmi-1732034858111698254?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,MK Cellular Medan,5.0,3,iPhone 14 Series,iPhone 14,128GB,N/A,Rp7.150.000,Kab. Deli Serdang,https://www.tokopedia.com/mkcelullar/iphone-14-second-original-all-operator-128gb-256gb-512gb-128gb-black-be2be?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Jasmine Kalifa Shop,5.0,13,iPhone 13 Series,iPhone 13,128GB,N/A,Rp12.839.000,Kab. Cirebon,https://www.tokopedia.com/jasmine-kalifa-shop/iphone-13-14-new-segel-garansi-resmi-1732483954340037927-1736309649612965159?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Kfistore Surakarta,0.0,2,iPhone 14 Series,iPhone 14,256GB,N/A,Rp7.510.000,Jakarta,https://www.tokopedia.com/kfistore-surakarta/iphone-14-128-256gb-second-ibox-1731685047226304313-1735037536765314873?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Shopyz ID,5.0,1000,iPhone 14 Series,iPhone 14,128GB,N/A,Rp11.999.000,Jakarta Timur,https://www.tokopedia.com/shopyzid/xiaomi-poco-f8-pro-12-512gb-snapdragon-8-elite-50mp-ois-6210mah-100w-hypercharge-amoled-120hz-garansi-resmi-1729878537020278063-1736373329425302831?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Fifimca,0.0,1,iPhone 14 Series,iPhone 14,256GB,N/A,Rp3.460.000,Jakarta Timur,https://www.tokopedia.com/fifimca/iphone-14-256gb-second-original-1734484455811679561?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Gabijes,0.0,1,iPhone 14 Series,iPhone 14,128GB,N/A,Rp8.660.000,Kab. Tulungagung,https://www.tokopedia.com/gabijes/iphone-14-128-garansi-resmi-bnib-1734609154483586556-1734609183775163900?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Twins Gadget,5.0,4,iPhone 14 Series,iPhone 14,128GB,N/A,Rp19.960.000,Kab. Purwakarta,https://www.tokopedia.com/twins-gadget-60/iphone-14-128gb-resmii-indonesia-1734466097790092574?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Ace Connect_NEW,5.0,100,iPhone 13 Series,iPhone 13,128GB,N/A,Rp11.960.000,Kab. Serang,https://www.tokopedia.com/ace-connect/iphone-13-14-dan-15-128gb-garansi-resmi-segel-no-repack-1734210701883967315?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,fira.mart65,5.0,2,iPhone 14 Series,iPhone 14,128GB,N/A,Rp7.210.000,Kab. Banyuwangi,https://www.tokopedia.com/firamart65/iphone-14-128-inter-like-new-1733430901459617436?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Sunhasrises,0.0,6,iPhone 14 Series,iPhone 14,128GB,N/A,Rp10.210.000,Jakarta,https://www.tokopedia.com/sunhasrises/apple-iphone-14-garansi-resmi-segel-bnib-1734421418281502638?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,rajawaligadgetstore,5.0,2,iPhone 14 Series,iPhone 14,128GB,N/A,Rp5.960.000,Bandung,https://www.tokopedia.com/victorgadgetstore/iphone-14-second-128-gb-bekas-mulus-lock-simcard-wifi-only-kuning-128-gb-0b8e2?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Tokoku yaya,0.0,1,iPhone 13 Series,iPhone 13,128GB,N/A,Rp10.660.000,Kab. Pasuruan,https://www.tokopedia.com/tokoku-yaya/iphone-13-14-15-128gb-new-all-warna-garansi-resmi-ibox-gdn-digimap-1734476674586477893?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Septi’s Journey,0.0,1,iPhone 14 Series,iPhone 14,128GB,N/A,Rp6.960.000,Bandung,https://www.tokopedia.com/septis-journey/iphone-14-second-128gb-grey-1733942899484689469?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,DIGICELL,5.0,30,iPhone 14 Series,iPhone 14,128GB,N/A,Rp11.840.000,Bandung,https://www.tokopedia.com/digicell/iphone-14-128gb-256gb-512gb-new-ibox-1732172357397349878?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Apple Store Gombong,0.0,4,iPhone 14 Series,iPhone 14,128GB,N/A,Rp11.960.000,Kab. Kebumen,https://www.tokopedia.com/apple-store-gombong/iphone-14-128gb-new-ibox-resmi-1734507631101183355?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,axcelstore.id,0.0,1,iPhone 14 Series,iPhone 14,256GB,99,Rp6.860.000,Kab. Sukoharjo,https://www.tokopedia.com/axcelstoreid/iphone-14-256gb-fullset-promo-bergaransi-1731639348013008214?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Frzshopoficial,0.0,2,iPhone 14 Series,iPhone 14,128GB,N/A,Rp5.210.000,Kab. Maros,https://www.tokopedia.com/frzshopoficial/iphone-14-128gb-bh99-12345678-1735310261530887969?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,Bh Collection,5.0,2,iPhone 14 Series,iPhone 14,128GB,N/A,Rp6.360.000,Jakarta,https://www.tokopedia.com/bh-collection/iphone-14-128gb-ibox?extParam=ivf%3Dfalse%26keyword%3Diphone+14+second%26search_id%3D202607221702083AD7C2EBB96FCB13D17X%26src%3Dsearch
Tokopedia,THE-ONE IP Cell,4.5,250,iPhone 14 Series,iPhone 14,128GB,90,Rp3.720.000,Jakarta Utara,https://www.tokopedia.com/the-one-ip-cell/iphone-14-128gb-256gb-second-asli-100-mulus-normal-fullset-bh-95-kondisi-perfect-1732329117324445139?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,SediaMakmurStore,0.0,7,iPhone 14 Series,iPhone 14,128GB,N/A,Rp4.859.000,Kab. Magelang,https://www.tokopedia.com/sediamakmurstore/iphone-14-garansi-inter-like-new-128-256-1731873727898683351?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,Boboystore889 Shop,5.0,40,iPhone 14 Series,iPhone 14,128GB,90,Rp6.310.000,Jakarta Barat,https://www.tokopedia.com/boboystore889-shop/iphone-14-128gb-256gb-512gb-second-fullset-1733083304086701802?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,GKIFashionStrore,0.0,12,iPhone 14 Series,iPhone 14,512GB,N/A,Rp2.960.000,Kab. Tangerang,https://www.tokopedia.com/gkifashionstrore/iphone-14-ram-512gb-warna-black-second-1732298095747171906?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,yustrianggara,5.0,2,iPhone 14 Series,iPhone 14,128GB,N/A,Rp3.960.000,Kab. Banjarnegara,https://www.tokopedia.com/yustrianggara/iphone-14-basic-128gb-ponsel-canggih-dengan-kapasitas-128gb-untuk-penggunaan-sehari-hari-1734982776855823394?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,Gung&#39;s Motoshop,0.0,1,iPhone 14 Series,iPhone 14,128GB,87,Rp2.960.000,Makassar,https://www.tokopedia.com/gungsmotoshop/iphone-14-128-gb-su-wifi-only?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,AFAGADGET,5.0,9,iPhone 14 Series,iPhone 14,128GB,N/A,Rp6.050.000,Depok,https://www.tokopedia.com/afagadgetstore/apple-iphone-14-512gb-256gb-128gb-original-garansi-resmi-ibox-indonesia-1732034143056856176?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,EpanUnblockSinyal,0.0,3,iPhone 14 Series,iPhone 14,128GB,N/A,Rp1.860.000,Tangerang,https://www.tokopedia.com/epanunblocksinyal/apple-iphone-14-dengan-kualitas-layar-optimal-dan-kapasitas-baterai-100-untuk-penggunaan-harian-1734004388360390631?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,arfan flaghsip,4.9,40,iPhone 14 Series,iPhone 14,128GB,N/A,Rp10.300.000,Jakarta Pusat,https://www.tokopedia.com/arfanflagship/iphone-14-ibox-128gb-256gb-resmi-ex-ibox-fullset-ori-1733231780103292242?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,Maya Asadullah,0.0,2,iPhone 14 Series,iPhone 14,128GB,N/A,Rp4.960.000,Jakarta Timur,https://www.tokopedia.com/maya-asadullah/apple-13-128gb-handphone-1734993063839041354?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,sans phone,0.0,14,iPhone 14 Series,iPhone 14,128GB,100,Rp11.960.000,Jakarta Timur,https://www.tokopedia.com/sans-phone/iphone-14-256-second-like-new-kelengkapan-fullset-1733391264132597748?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
Tokopedia,Siddik store_NEW,0.0,1,iPhone 14 Series,iPhone 14,128GB,N/A,Rp11.100.000,Jakarta Selatan,https://www.tokopedia.com/siddik-store/apple-iphone-14-kualitas-terbaik-cocok-untuk-penggunaan-harian-desain-elegan-performa-unggul-warna-putih-1736525637098439734-1736550155232314422?extParam=ivf%3Dfalse%26keyword%3Diphone+14+bekas%26search_id%3D2026072217094440008B9A5380FC0217LX%26src%3Dsearch
